driver_id,date,stop_name,latitude,longitude,visit_time,visit_duration,traffic_level,weather,distance_from_previous,travel_time,fuel_estimate,region,day_of_week,week_number
D2,2026-01-13,Store_12,23.218107,72.540494,08:00:00,16.36,high,clear,8.91,30.55,0.88,South Ahmedabad,Tuesday,3
D2,2026-04-19,Store_3,22.710334,72.310964,18:30:00,18.9,medium,clear,2.44,6.28,0.21,Gandhinagar,Sunday,16
D3,2026-03-07,Store_5,23.019812,72.400791,17:00:00,28.04,low,clear,14.71,29.78,1.27,Surat Hub,Saturday,10
D12,2026-04-07,Store_39,22.95414,72.603108,08:45:00,17.35,high,clear,12.25,42.0,1.41,Vadodara,Tuesday,15
D2,2026-02-11,Store_60,23.278785,72.523529,10:30:00,18.82,medium,cloudy,18.02,50.98,1.38,Surat Hub,Wednesday,7
D4,2026-04-08,Store_38,23.045288,72.709497,17:30:00,14.7,low,clear,7.89,16.75,0.64,Gandhinagar,Wednesday,15
D4,2026-03-03,Store_50,23.086464,72.390304,09:30:00,17.23,high,clear,8.8,33.2,0.84,Surat Hub,Tuesday,10
D1,2026-03-28,Store_44,22.947396,72.573899,14:45:00,26.86,medium,cloudy,14.64,39.34,1.4,Vadodara,Saturday,13
D9,2026-03-09,Store_31,22.753241,72.504423,14:45:00,23.81,medium,rain,1.81,6.67,0.15,North Ahmedabad,Monday,11
D2,2026-01-14,Store_36,22.81839,72.344743,12:00:00,20.04,high,cloudy,7.13,26.9,0.55,North Ahmedabad,Wednesday,3
D2,2026-05-12,Store_59,23.059728,72.57577,16:00:00,22.55,medium,cloudy,6.78,19.18,0.55,Vadodara,Tuesday,20
D3,2026-05-07,Store_57,22.927436,72.282188,17:30:00,23.64,high,rain,1.2,5.62,0.1,South Ahmedabad,Thursday,19
D9,2026-02-06,Store_39,22.95414,72.603108,20:30:00,9.35,high,clear,7.4,27.93,0.86,Vadodara,Friday,6
D4,2026-01-29,Store_23,23.04117,72.615138,18:30:00,16.74,medium,clear,15.05,42.56,1.74,Gandhinagar,Thursday,5
D7,2026-04-22,Store_58,23.034041,72.465501,10:15:00,23.32,medium,cloudy,8.87,25.09,0.8,Gandhinagar,Wednesday,17
D9,2026-04-15,Store_49,22.810868,72.371951,10:15:00,14.14,low,clear,2.21,4.69,0.18,Vadodara,Wednesday,16
D2,2026-04-17,Store_60,23.278785,72.523529,08:30:00,23.2,medium,clear,9.47,24.35,0.69,Surat Hub,Friday,16
D1,2026-01-08,Store_56,23.092008,72.618947,08:30:00,25.93,high,clear,2.63,8.58,0.24,North Ahmedabad,Thursday,2
D5,2026-01-11,Store_28,22.94724,72.443624,18:45:00,19.78,low,clear,11.35,19.7,0.88,Gandhinagar,Sunday,2
D11,2026-01-29,Store_49,22.810868,72.371951,17:30:00,26.38,medium,rain,1.2,4.0,0.11,Vadodara,Thursday,5
D10,2026-02-20,Store_45,23.099419,72.660706,08:00:00,12.95,medium,cloudy,8.93,22.72,0.91,Surat Hub,Friday,8
D3,2026-03-27,Store_38,23.045288,72.709497,17:45:00,15.18,high,clear,5.21,18.76,0.43,Gandhinagar,Friday,13
D3,2026-01-06,Store_52,22.965498,72.718903,12:00:00,18.67,medium,clear,3.98,10.75,0.32,South Ahmedabad,Tuesday,2
D8,2026-05-11,Store_32,23.04854,72.688644,20:00:00,19.18,high,clear,9.12,32.83,1.05,South Ahmedabad,Monday,20
D3,2026-05-16,Store_12,23.218107,72.540494,08:30:00,18.3,high,cloudy,1.2,4.75,0.12,South Ahmedabad,Saturday,20
D7,2026-01-22,Store_40,23.122594,72.509531,08:30:00,24.67,high,cloudy,13.24,49.94,1.13,Surat Hub,Thursday,4
D12,2026-05-16,Store_8,23.097301,72.399542,10:30:00,16.82,low,clear,6.8,13.12,0.73,Gandhinagar,Saturday,20
D2,2026-01-31,Store_57,22.927436,72.282188,10:45:00,14.35,high,clear,5.13,17.6,0.43,South Ahmedabad,Saturday,5
D2,2026-04-08,Store_39,22.95414,72.603108,09:45:00,16.77,low,cloudy,4.68,9.93,0.44,Vadodara,Wednesday,15
D10,2026-04-16,Store_9,23.0815,72.379623,10:15:00,27.45,high,clear,4.2,12.95,0.49,Vadodara,Thursday,16
D4,2026-04-02,Store_12,23.218107,72.540494,18:00:00,17.59,medium,clear,7.51,21.24,0.54,South Ahmedabad,Thursday,14
D7,2026-02-10,Store_28,22.94724,72.443624,12:00:00,22.63,medium,clear,7.21,18.54,0.73,Gandhinagar,Tuesday,7
D4,2026-02-22,Store_20,22.890583,72.701519,08:30:00,26.02,low,clear,10.55,22.39,1.17,Surat Hub,Sunday,8
D1,2026-02-22,Store_51,22.961994,72.831246,16:30:00,17.16,low,clear,5.28,9.67,0.4,North Ahmedabad,Sunday,8
D2,2026-04-20,Store_51,22.961994,72.831246,08:45:00,23.82,high,cloudy,10.15,38.27,1.03,North Ahmedabad,Monday,17
D4,2026-05-11,Store_59,23.059728,72.57577,08:45:00,13.57,medium,clear,9.56,27.03,1.14,Vadodara,Monday,20
D3,2026-01-03,Store_5,23.019812,72.400791,18:15:00,28.95,medium,clear,15.96,43.1,1.22,Surat Hub,Saturday,1
D3,2026-01-08,Store_44,22.947396,72.573899,10:45:00,24.86,medium,clear,10.94,29.55,1.04,Vadodara,Thursday,2
D12,2026-05-16,Store_59,23.059728,72.57577,14:15:00,8.0,high,clear,10.87,37.28,0.97,Vadodara,Saturday,20
D4,2026-03-16,Store_55,23.156949,72.225936,09:45:00,29.42,medium,clear,8.98,25.39,0.93,Surat Hub,Monday,12
D6,2026-01-26,Store_31,22.753241,72.504423,10:30:00,17.42,medium,clear,16.55,40.43,1.46,North Ahmedabad,Monday,5
D2,2026-04-30,Store_4,23.042954,72.508151,09:30:00,14.65,high,clear,11.72,40.19,0.89,Vadodara,Thursday,18
D12,2026-02-03,Store_41,23.095584,72.439015,09:30:00,18.38,high,rain,1.2,5.35,0.13,North Ahmedabad,Tuesday,6
D9,2026-05-19,Store_30,22.883967,72.765056,09:15:00,30.79,medium,clear,7.77,21.99,0.55,Surat Hub,Tuesday,21
D1,2026-05-10,Store_37,22.875388,72.670832,08:15:00,22.34,low,clear,7.4,13.56,0.59,South Ahmedabad,Sunday,19
D11,2026-02-23,Store_26,23.068759,72.697658,10:15:00,15.08,medium,clear,10.13,24.74,1.09,North Ahmedabad,Monday,9
D8,2026-05-19,Store_22,22.916018,72.617832,14:45:00,23.17,medium,clear,10.46,28.26,1.17,South Ahmedabad,Tuesday,21
D6,2026-05-06,Store_11,22.992922,72.435214,17:15:00,11.15,high,clear,5.12,16.68,0.61,North Ahmedabad,Wednesday,19
D6,2026-04-18,Store_3,22.710334,72.310964,16:00:00,30.41,low,cloudy,6.35,12.8,0.72,Gandhinagar,Saturday,16
D5,2026-01-14,Store_46,23.128962,72.551703,12:15:00,24.94,low,clear,9.33,16.2,0.85,North Ahmedabad,Wednesday,3
D1,2026-05-04,Store_12,23.218107,72.540494,18:15:00,17.15,medium,clear,8.69,21.22,0.72,South Ahmedabad,Monday,19
D5,2026-03-12,Store_3,22.710334,72.310964,10:00:00,22.59,medium,clear,12.99,30.06,1.54,Gandhinagar,Thursday,11
D1,2026-04-20,Store_30,22.883967,72.765056,18:45:00,26.91,low,clear,12.05,22.09,1.2,Surat Hub,Monday,17
D4,2026-02-06,Store_10,23.163052,72.561415,08:45:00,19.34,medium,cloudy,5.58,17.37,0.62,Surat Hub,Friday,6
D1,2026-01-10,Store_31,22.753241,72.504423,10:30:00,23.35,medium,clear,3.98,9.73,0.32,North Ahmedabad,Saturday,2
D4,2026-02-15,Store_8,23.097301,72.399542,17:30:00,29.81,medium,clear,4.54,12.83,0.43,Gandhinagar,Sunday,7
D10,2026-05-10,Store_56,23.092008,72.618947,08:00:00,16.9,high,rain,5.91,23.72,0.55,North Ahmedabad,Sunday,19
D9,2026-02-28,Store_19,23.004268,72.403369,18:00:00,25.62,low,cloudy,10.63,24.81,1.09,Vadodara,Saturday,9
D2,2026-02-17,Store_36,22.81839,72.344743,08:30:00,21.27,high,cloudy,8.57,32.33,0.74,North Ahmedabad,Tuesday,8
D12,2026-02-21,Store_53,22.873121,72.530312,10:30:00,23.04,low,clear,8.65,16.69,0.69,Gandhinagar,Saturday,8
D9,2026-02-06,Store_19,23.004268,72.403369,12:30:00,22.54,medium,clear,7.76,21.94,0.77,Vadodara,Friday,6
D4,2026-05-16,Store_18,23.121057,72.797194,18:30:00,26.74,medium,clear,6.68,18.88,0.8,Gandhinagar,Saturday,20
D10,2026-03-06,Store_2,23.142572,72.759513,14:00:00,18.1,low,cloudy,8.09,15.44,0.92,South Ahmedabad,Friday,10
D8,2026-03-30,Store_56,23.092008,72.618947,17:30:00,22.91,high,rain,9.48,44.39,0.77,North Ahmedabad,Monday,14
D2,2026-05-01,Store_46,23.128962,72.551703,12:30:00,16.46,medium,clear,15.15,38.95,1.13,North Ahmedabad,Friday,18
D6,2026-05-05,Store_43,22.831166,72.668794,09:45:00,13.64,medium,rain,5.11,16.24,0.44,Gandhinagar,Tuesday,19
D8,2026-02-11,Store_42,22.964411,72.495052,17:00:00,15.78,low,clear,13.4,27.13,1.44,South Ahmedabad,Wednesday,7
D3,2026-03-08,Store_15,23.088537,72.657564,12:15:00,31.51,medium,clear,9.54,25.75,1.1,Surat Hub,Sunday,10
D8,2026-05-20,Store_50,23.086464,72.390304,12:00:00,28.65,medium,clear,11.82,31.9,1.28,Surat Hub,Wednesday,21
D10,2026-03-11,Store_37,22.875388,72.670832,08:45:00,22.76,low,clear,12.32,21.38,1.47,South Ahmedabad,Wednesday,11
D4,2026-01-30,Store_8,23.097301,72.399542,14:00:00,28.63,medium,cloudy,8.56,26.62,0.66,Gandhinagar,Friday,5
D9,2026-03-01,Store_6,23.163204,72.726958,18:30:00,24.68,medium,cloudy,1.86,5.8,0.14,North Ahmedabad,Sunday,9
D7,2026-04-12,Store_57,22.927436,72.282188,17:15:00,18.96,low,rain,5.35,13.41,0.38,South Ahmedabad,Sunday,15
D11,2026-01-08,Store_33,23.136296,72.730069,09:45:00,33.61,medium,clear,6.43,15.7,0.61,Gandhinagar,Thursday,2
D11,2026-05-19,Store_25,23.131126,72.584916,18:00:00,27.98,low,clear,8.73,16.0,0.91,Surat Hub,Tuesday,21
D10,2026-02-06,Store_50,23.086464,72.390304,10:15:00,31.84,medium,clear,13.78,31.9,1.14,Surat Hub,Friday,6
D11,2026-02-21,Store_3,22.710334,72.310964,18:00:00,16.59,medium,clear,12.7,31.02,1.04,Gandhinagar,Saturday,8
D6,2026-01-22,Store_35,23.159776,72.533139,08:00:00,31.3,high,rain,12.01,50.83,0.88,Surat Hub,Thursday,4
D11,2026-03-24,Store_21,23.141421,72.680031,10:45:00,20.94,low,cloudy,4.43,8.92,0.35,North Ahmedabad,Tuesday,13
D7,2026-01-18,Store_24,23.161929,72.616119,16:30:00,14.89,medium,cloudy,9.33,26.39,0.77,Vadodara,Sunday,3
D7,2026-03-19,Store_45,23.099419,72.660706,10:15:00,22.89,high,cloudy,4.31,16.25,0.42,Surat Hub,Thursday,12
D12,2026-03-10,Store_21,23.141421,72.680031,09:00:00,15.4,medium,clear,11.81,30.38,0.94,North Ahmedabad,Tuesday,11
D10,2026-04-18,Store_51,22.961994,72.831246,18:00:00,22.26,medium,clear,5.56,12.88,0.6,North Ahmedabad,Saturday,16
D1,2026-04-26,Store_54,22.870496,72.503593,16:30:00,12.35,medium,cloudy,5.92,15.91,0.61,Vadodara,Sunday,17
D5,2026-03-03,Store_41,23.095584,72.439015,20:45:00,16.68,medium,clear,9.8,22.67,0.97,North Ahmedabad,Tuesday,10
D1,2026-01-07,Store_29,22.978477,72.870388,16:15:00,23.69,medium,cloudy,12.62,33.9,1.38,Vadodara,Wednesday,2
D10,2026-03-29,Store_57,22.927436,72.282188,16:30:00,8.0,low,clear,7.01,12.17,0.73,South Ahmedabad,Sunday,13
D4,2026-01-13,Store_24,23.161929,72.616119,09:30:00,17.53,high,cloudy,14.2,58.9,1.23,Vadodara,Tuesday,3
D9,2026-03-04,Store_51,22.961994,72.831246,17:45:00,22.61,medium,clear,6.67,18.87,0.53,North Ahmedabad,Wednesday,10
D2,2026-02-22,Store_56,23.092008,72.618947,14:45:00,15.89,low,clear,12.82,24.72,1.14,North Ahmedabad,Sunday,8
D11,2026-04-19,Store_49,22.810868,72.371951,08:45:00,27.97,medium,rain,9.66,30.68,1.12,Vadodara,Sunday,16
D12,2026-05-04,Store_39,22.95414,72.603108,14:30:00,19.74,medium,cloudy,19.44,54.97,2.02,Vadodara,Monday,19
D10,2026-05-14,Store_30,22.883967,72.765056,10:45:00,22.54,low,rain,5.02,11.34,0.51,Surat Hub,Thursday,20
D11,2026-03-06,Store_41,23.095584,72.439015,08:15:00,21.07,low,clear,2.98,5.47,0.24,North Ahmedabad,Friday,10
D11,2026-03-18,Store_60,23.278785,72.523529,09:00:00,22.23,medium,clear,8.57,20.93,0.66,Surat Hub,Wednesday,12
D12,2026-05-08,Store_3,22.710334,72.310964,18:45:00,26.57,high,cloudy,9.39,35.41,0.66,Gandhinagar,Friday,19
D1,2026-05-15,Store_55,23.156949,72.225936,17:30:00,25.64,medium,clear,8.02,19.59,0.74,Surat Hub,Friday,20
D7,2026-02-17,Store_50,23.086464,72.390304,14:00:00,29.6,medium,rain,5.55,18.56,0.47,Surat Hub,Tuesday,8
D7,2026-03-18,Store_15,23.088537,72.657564,16:15:00,28.32,high,clear,13.67,46.88,1.14,Surat Hub,Wednesday,12
D4,2026-03-06,Store_53,22.873121,72.530312,16:00:00,27.43,high,cloudy,10.01,41.51,0.9,Gandhinagar,Friday,10
D6,2026-01-06,Store_44,22.947396,72.573899,16:00:00,22.07,high,clear,6.04,19.66,0.67,Vadodara,Tuesday,2
D5,2026-03-18,Store_10,23.163052,72.561415,17:30:00,23.72,high,clear,10.78,33.27,1.21,Surat Hub,Wednesday,12
D5,2026-01-11,Store_44,22.947396,72.573899,08:00:00,28.89,medium,clear,6.22,14.4,0.56,Vadodara,Sunday,2
D11,2026-04-18,Store_39,22.95414,72.603108,16:45:00,12.27,low,clear,4.87,8.91,0.44,Vadodara,Saturday,16
D12,2026-05-12,Store_35,23.159776,72.533139,12:45:00,22.08,high,clear,8.31,28.49,0.64,Surat Hub,Tuesday,20
D6,2026-03-27,Store_49,22.810868,72.371951,16:00:00,9.49,medium,rain,6.68,21.21,0.73,Vadodara,Friday,13
D2,2026-02-07,Store_9,23.0815,72.379623,09:15:00,22.28,high,cloudy,10.01,37.74,1.18,Vadodara,Saturday,6
D5,2026-02-01,Store_36,22.81839,72.344743,14:45:00,24.82,medium,cloudy,1.2,4.0,0.1,North Ahmedabad,Sunday,5
D12,2026-01-12,Store_36,22.81839,72.344743,18:15:00,16.22,high,clear,5.07,17.39,0.41,North Ahmedabad,Monday,3
D3,2026-04-26,Store_23,23.04117,72.615138,17:00:00,27.97,medium,cloudy,10.43,30.99,1.19,Gandhinagar,Sunday,17
D5,2026-04-13,Store_56,23.092008,72.618947,16:45:00,26.28,high,rain,10.47,42.01,1.12,North Ahmedabad,Monday,16
D1,2026-03-05,Store_55,23.156949,72.225936,12:45:00,33.47,medium,clear,6.22,15.19,0.56,Surat Hub,Thursday,10
D11,2026-02-25,Store_34,22.966704,72.47893,14:00:00,14.01,high,rain,11.97,50.7,1.12,Vadodara,Wednesday,9
D4,2026-03-27,Store_35,23.159776,72.533139,12:15:00,30.58,medium,cloudy,8.47,26.35,0.94,Surat Hub,Friday,13
D9,2026-04-15,Store_4,23.042954,72.508151,17:15:00,21.07,high,clear,6.18,23.31,0.66,Vadodara,Wednesday,16
D5,2026-02-03,Store_45,23.099419,72.660706,10:30:00,25.03,medium,rain,8.27,24.87,0.99,Surat Hub,Tuesday,6
D6,2026-05-03,Store_11,22.992922,72.435214,17:00:00,18.49,low,clear,11.29,20.68,1.09,North Ahmedabad,Sunday,18
D1,2026-02-24,Store_44,22.947396,72.573899,17:45:00,18.92,medium,rain,15.39,48.87,1.57,Vadodara,Tuesday,9
D10,2026-05-17,Store_5,23.019812,72.400791,09:00:00,24.88,low,rain,5.03,11.34,0.6,Surat Hub,Sunday,20
D5,2026-01-02,Store_26,23.068759,72.697658,14:30:00,19.92,high,clear,5.56,17.16,0.6,North Ahmedabad,Friday,1
D11,2026-04-20,Store_19,23.004268,72.403369,12:00:00,26.15,high,clear,5.75,18.72,0.5,Vadodara,Monday,17
D7,2026-02-08,Store_36,22.81839,72.344743,09:15:00,11.36,medium,cloudy,10.64,30.09,1.19,North Ahmedabad,Sunday,6
D7,2026-01-25,Store_13,22.953968,72.500973,10:45:00,11.46,medium,clear,9.09,23.38,0.65,Gandhinagar,Sunday,4
D12,2026-02-01,Store_3,22.710334,72.310964,18:30:00,30.39,low,rain,6.96,17.46,0.73,Gandhinagar,Sunday,5
D7,2026-04-05,Store_35,23.159776,72.533139,16:30:00,30.01,high,clear,3.83,13.13,0.45,Surat Hub,Sunday,14
D7,2026-03-04,Store_6,23.163204,72.726958,18:30:00,21.7,high,clear,8.02,27.51,0.58,North Ahmedabad,Wednesday,10
D3,2026-04-16,Store_37,22.875388,72.670832,16:15:00,28.24,medium,clear,9.18,24.79,0.69,South Ahmedabad,Thursday,16
D2,2026-03-31,Store_14,23.107669,72.644489,09:15:00,16.57,high,cloudy,6.94,26.19,0.62,Vadodara,Tuesday,14
D7,2026-04-28,Store_43,22.831166,72.668794,17:00:00,21.85,high,cloudy,6.56,24.73,0.57,Gandhinagar,Tuesday,18
D7,2026-04-06,Store_46,23.128962,72.551703,20:45:00,17.01,medium,clear,11.22,28.85,0.92,North Ahmedabad,Monday,15
D8,2026-02-16,Store_35,23.159776,72.533139,09:30:00,27.35,medium,clear,11.65,31.45,0.83,Surat Hub,Monday,8
D6,2026-03-20,Store_32,23.04854,72.688644,16:15:00,26.5,medium,rain,9.89,31.42,0.72,South Ahmedabad,Friday,12
D11,2026-05-14,Store_59,23.059728,72.57577,17:45:00,11.07,medium,clear,5.59,13.64,0.45,Vadodara,Thursday,20
D11,2026-03-05,Store_33,23.136296,72.730069,18:15:00,19.43,high,cloudy,7.81,27.99,0.69,Gandhinagar,Thursday,10
D8,2026-01-07,Store_12,23.218107,72.540494,12:45:00,25.01,medium,clear,5.72,15.45,0.47,South Ahmedabad,Wednesday,2
D8,2026-01-09,Store_5,23.019812,72.400791,10:45:00,33.88,medium,clear,6.61,17.85,0.71,Surat Hub,Friday,2
D4,2026-05-12,Store_28,22.94724,72.443624,12:30:00,20.45,high,clear,10.85,40.93,0.93,Gandhinagar,Tuesday,20
D7,2026-01-15,Store_25,23.131126,72.584916,09:15:00,25.65,medium,cloudy,4.91,13.88,0.5,Surat Hub,Thursday,3
D11,2026-03-06,Store_2,23.142572,72.759513,09:00:00,19.48,low,clear,6.97,12.77,0.67,South Ahmedabad,Friday,10
D7,2026-01-01,Store_8,23.097301,72.399542,08:00:00,12.76,medium,clear,12.04,30.96,0.86,Gandhinagar,Thursday,1
D6,2026-05-12,Store_24,23.161929,72.616119,09:00:00,12.01,low,rain,16.58,39.5,1.98,Vadodara,Tuesday,20
D9,2026-01-13,Store_24,23.161929,72.616119,09:45:00,25.33,high,clear,8.05,30.35,0.62,Vadodara,Tuesday,3
D6,2026-05-20,Store_29,22.978477,72.870388,16:15:00,18.01,high,clear,11.57,37.7,1.22,Vadodara,Wednesday,21
D11,2026-01-21,Store_32,23.04854,72.688644,16:30:00,30.21,medium,clear,14.51,35.45,1.04,South Ahmedabad,Wednesday,4
D4,2026-04-10,Store_47,22.954772,72.555456,08:45:00,13.19,medium,cloudy,4.76,14.82,0.5,South Ahmedabad,Friday,15
D5,2026-03-24,Store_29,22.978477,72.870388,17:15:00,22.39,medium,clear,14.92,34.54,1.54,Vadodara,Tuesday,13
D10,2026-03-08,Store_45,23.099419,72.660706,08:15:00,17.07,low,clear,1.2,4.0,0.13,Surat Hub,Sunday,10
D12,2026-01-24,Store_40,23.122594,72.509531,12:15:00,24.99,medium,cloudy,13.29,37.6,1.03,Surat Hub,Saturday,4
D2,2026-04-19,Store_12,23.218107,72.540494,18:00:00,21.44,medium,clear,10.27,26.41,0.85,South Ahmedabad,Sunday,16
D9,2026-05-08,Store_9,23.0815,72.379623,20:45:00,16.82,low,cloudy,8.83,20.61,0.76,Vadodara,Friday,19
D11,2026-02-09,Store_10,23.163052,72.561415,09:30:00,31.86,medium,cloudy,8.67,23.31,0.83,Surat Hub,Monday,7
D5,2026-04-25,Store_12,23.218107,72.540494,17:30:00,24.14,medium,rain,1.2,4.0,0.09,South Ahmedabad,Saturday,17
D9,2026-03-26,Store_12,23.218107,72.540494,09:00:00,14.36,low,clear,9.44,20.03,1.03,South Ahmedabad,Thursday,13
D12,2026-04-26,Store_9,23.0815,72.379623,14:15:00,17.52,medium,clear,7.19,18.49,0.86,Vadodara,Sunday,17
D10,2026-01-14,Store_38,23.045288,72.709497,16:45:00,19.59,medium,cloudy,14.47,36.84,1.44,Gandhinagar,Wednesday,3
D7,2026-01-16,Store_20,22.890583,72.701519,17:00:00,34.6,medium,rain,9.45,31.6,0.79,Surat Hub,Friday,3
D11,2026-04-10,Store_47,22.954772,72.555456,08:45:00,8.0,medium,clear,7.12,17.4,0.67,South Ahmedabad,Friday,15
D2,2026-03-21,Store_11,22.992922,72.435214,09:15:00,21.84,low,rain,3.17,7.95,0.35,North Ahmedabad,Saturday,12
D5,2026-01-10,Store_23,23.04117,72.615138,09:15:00,21.81,high,cloudy,17.03,57.81,1.35,Gandhinagar,Saturday,2
D7,2026-03-30,Store_54,22.870496,72.503593,20:15:00,21.25,high,clear,5.21,17.85,0.6,Vadodara,Monday,14
D10,2026-02-04,Store_13,22.953968,72.500973,08:45:00,19.32,high,cloudy,2.95,10.01,0.23,Gandhinagar,Wednesday,6
D11,2026-01-31,Store_31,22.753241,72.504423,16:15:00,36.34,medium,clear,8.25,20.16,0.76,North Ahmedabad,Saturday,5
D11,2026-02-27,Store_40,23.122594,72.509531,17:00:00,29.13,medium,clear,13.75,33.58,1.46,Surat Hub,Friday,9
D2,2026-05-02,Store_1,23.071255,72.363403,10:45:00,26.44,medium,cloudy,7.36,20.83,0.56,North Ahmedabad,Saturday,18
D3,2026-04-03,Store_19,23.004268,72.403369,17:45:00,28.34,medium,clear,5.85,15.79,0.68,Vadodara,Friday,14
D5,2026-05-03,Store_11,22.992922,72.435214,18:45:00,17.43,high,clear,10.19,31.44,0.91,North Ahmedabad,Sunday,18
D8,2026-02-06,Store_10,23.163052,72.561415,20:00:00,24.4,medium,rain,9.65,33.86,1.0,Surat Hub,Friday,6
D7,2026-02-16,Store_43,22.831166,72.668794,09:30:00,16.99,high,clear,8.1,27.76,0.83,Gandhinagar,Monday,8
D1,2026-03-05,Store_29,22.978477,72.870388,09:30:00,24.91,high,clear,6.93,22.58,0.6,Vadodara,Thursday,10
D10,2026-02-16,Store_48,22.752526,72.281978,09:15:00,19.29,medium,clear,8.18,18.93,0.96,Gandhinagar,Monday,8
D2,2026-03-01,Store_15,23.088537,72.657564,08:45:00,39.83,low,cloudy,9.34,19.81,0.68,Surat Hub,Sunday,9
D1,2026-04-19,Store_3,22.710334,72.310964,10:15:00,27.15,low,rain,4.95,11.79,0.5,Gandhinagar,Sunday,16
D1,2026-04-13,Store_5,23.019812,72.400791,18:30:00,17.45,medium,clear,1.25,4.0,0.1,Surat Hub,Monday,16
D5,2026-01-27,Store_29,22.978477,72.870388,08:15:00,15.03,low,rain,11.61,26.19,1.37,Vadodara,Tuesday,5
D12,2026-01-20,Store_4,23.042954,72.508151,16:30:00,32.96,high,clear,5.21,17.85,0.52,Vadodara,Tuesday,4
D4,2026-05-19,Store_40,23.122594,72.509531,17:30:00,29.69,high,cloudy,6.31,26.16,0.56,Surat Hub,Tuesday,21
D9,2026-01-01,Store_3,22.710334,72.310964,20:30:00,23.41,medium,clear,5.09,14.38,0.38,Gandhinagar,Thursday,1
D12,2026-04-12,Store_9,23.0815,72.379623,09:45:00,17.06,low,clear,7.86,15.15,0.82,Vadodara,Sunday,15
D3,2026-04-01,Store_46,23.128962,72.551703,14:15:00,21.74,low,clear,10.84,21.95,1.26,North Ahmedabad,Wednesday,14
D10,2026-05-09,Store_45,23.099419,72.660706,20:30:00,21.84,medium,clear,5.88,13.61,0.44,Surat Hub,Saturday,19
D8,2026-02-19,Store_11,22.992922,72.435214,17:30:00,20.63,medium,clear,21.23,57.33,1.78,North Ahmedabad,Thursday,8
D1,2026-02-16,Store_51,22.961994,72.831246,17:15:00,23.62,high,cloudy,9.5,34.05,0.99,North Ahmedabad,Monday,8
D6,2026-01-28,Store_18,23.121057,72.797194,14:30:00,13.26,medium,clear,7.39,18.06,0.58,Gandhinagar,Wednesday,5
D1,2026-01-19,Store_27,22.789355,72.507466,10:45:00,16.74,medium,clear,9.93,24.26,1.15,South Ahmedabad,Monday,4
D10,2026-02-11,Store_8,23.097301,72.399542,14:00:00,26.66,medium,cloudy,8.67,22.06,1.03,Gandhinagar,Wednesday,7
D7,2026-03-19,Store_25,23.131126,72.584916,14:15:00,20.73,low,cloudy,2.21,4.68,0.22,Surat Hub,Thursday,12
D3,2026-01-07,Store_1,23.071255,72.363403,17:00:00,13.47,low,clear,2.78,5.63,0.22,North Ahmedabad,Wednesday,2
D12,2026-04-17,Store_21,23.141421,72.680031,09:45:00,28.15,high,cloudy,7.63,28.79,0.8,North Ahmedabad,Friday,16
D7,2026-04-25,Store_11,22.992922,72.435214,14:15:00,24.88,medium,clear,7.06,18.15,0.59,North Ahmedabad,Saturday,17
D2,2026-01-14,Store_10,23.163052,72.561415,16:00:00,31.1,high,clear,4.19,14.38,0.37,Surat Hub,Wednesday,3
D8,2026-04-11,Store_44,22.947396,72.573899,14:30:00,12.03,medium,rain,8.86,31.09,0.83,Vadodara,Saturday,15
D2,2026-01-04,Store_9,23.0815,72.379623,10:45:00,25.69,low,rain,3.05,7.64,0.22,Vadodara,Sunday,1
D3,2026-01-04,Store_29,22.978477,72.870388,08:30:00,28.58,high,rain,10.79,50.51,0.91,Vadodara,Sunday,1
D6,2026-01-09,Store_12,23.218107,72.540494,08:30:00,24.91,low,clear,9.58,17.56,1.01,South Ahmedabad,Friday,2
D2,2026-04-23,Store_34,22.966704,72.47893,18:30:00,13.57,medium,cloudy,8.31,23.51,0.97,Vadodara,Thursday,17
D6,2026-02-08,Store_42,22.964411,72.495052,09:00:00,22.64,medium,clear,7.08,17.3,0.6,South Ahmedabad,Sunday,6
D11,2026-03-14,Store_12,23.218107,72.540494,18:15:00,20.12,low,clear,8.34,15.27,0.92,South Ahmedabad,Saturday,11
D2,2026-03-24,Store_53,22.873121,72.530312,12:45:00,27.77,low,clear,3.75,7.22,0.35,Gandhinagar,Tuesday,13
D4,2026-02-19,Store_34,22.966704,72.47893,14:30:00,17.56,high,cloudy,13.98,57.99,1.39,Vadodara,Thursday,8
D11,2026-03-25,Store_8,23.097301,72.399542,10:15:00,19.03,high,cloudy,9.66,34.63,1.11,Gandhinagar,Wednesday,13
D7,2026-01-06,Store_53,22.873121,72.530312,09:45:00,25.3,medium,clear,9.14,23.49,0.85,Gandhinagar,Tuesday,2
D4,2026-05-14,Store_2,23.142572,72.759513,18:15:00,15.95,high,cloudy,11.46,47.53,1.12,South Ahmedabad,Thursday,20
D12,2026-05-13,Store_32,23.04854,72.688644,10:15:00,21.03,low,cloudy,12.13,25.72,1.3,South Ahmedabad,Wednesday,20
D11,2026-05-10,Store_52,22.965498,72.718903,08:00:00,27.46,medium,cloudy,11.77,31.63,1.13,South Ahmedabad,Sunday,19
D6,2026-05-08,Store_3,22.710334,72.310964,17:45:00,10.69,medium,clear,8.35,20.41,0.86,Gandhinagar,Friday,19
